video_id,title,url,views,duration,publishedAt
E2Dg58AUcWA,From Human to Black hole 🤯   #blackhole #quantumphysics #facts #physics #science #shorts#quantum #3d,https://www.youtube.com/watch?v=E2Dg58AUcWA,59041808,PT30S,2025-03-10T13:31:29Z
un6OXJwX1a4,The Largest Black Hole In The Universe #space #universe #blackhole,https://www.youtube.com/watch?v=un6OXJwX1a4,3084841,PT44S,2023-02-20T14:10:17Z
eDYHFg0fX5g,This Black Hole Image Broke Physics…,https://www.youtube.com/watch?v=eDYHFg0fX5g,1828778,PT46S,2024-09-22T19:35:02Z
0VFAqtLacD0,Astronomers found a planet better for us than Earth…,https://www.youtube.com/watch?v=0VFAqtLacD0,3664466,PT54S,2024-07-02T13:47:27Z
p0Bq55rfjZw,The Biggest Planet In The Universe #space #planet #universe,https://www.youtube.com/watch?v=p0Bq55rfjZw,42065728,PT37S,2023-01-15T13:30:37Z
UJHvvYN-B3g,How Gravity Works On Each Planet 😲,https://www.youtube.com/watch?v=UJHvvYN-B3g,8753030,PT26S,2024-12-09T17:05:00Z
zmWcR-Mj2QQ,The Largest Planet In The Universe,https://www.youtube.com/watch?v=zmWcR-Mj2QQ,6791064,PT36S,2023-04-01T18:36:21Z
AK_0Q4uxxbI,What planets looked like 4b years ago 👁️👁️,https://www.youtube.com/watch?v=AK_0Q4uxxbI,5174837,PT35S,2024-05-09T20:00:02Z
xXFSG_eF-GE,Mercury planet in a minute | Fun facts about Mercury Venus Earth Mars Jupiter Saturn Uranus Neptune,https://www.youtube.com/watch?v=xXFSG_eF-GE,6624836,PT1M18S,2019-05-13T23:32:24Z
Nc6h2J8PQxQ,How Big Are the Planets?,https://www.youtube.com/watch?v=Nc6h2J8PQxQ,921326,PT38S,2025-08-16T20:27:26Z
6Ty9qxMHwS4,The Strangest Planet Ever Discovered…,https://www.youtube.com/watch?v=6Ty9qxMHwS4,654447,PT31S,2023-07-11T11:06:28Z
SMR5izURl9o,FACTS ABOUT NEPTUNE |EVERYTHING I HATE ABOUT IT #space #astronomy #planet #series #education,https://www.youtube.com/watch?v=SMR5izURl9o,42859,PT1M,2023-02-07T22:20:12Z
nvANut4zywU,How Solar System Moves Through Space *SHOCKING*,https://www.youtube.com/watch?v=nvANut4zywU,925767,PT34S,2024-04-05T03:30:31Z
TppKa7gmsXI,"Solar System Planets for Kids | Sky, Sun, Space & Planets",https://www.youtube.com/watch?v=TppKa7gmsXI,198801,PT57S,2022-07-15T12:52:04Z
8EQu7ZP_XLU,Earth's Guardians #jupiter #moon #magneticfield #sun #heliosphere #earth,https://www.youtube.com/watch?v=8EQu7ZP_XLU,44576054,PT22S,2025-01-11T12:30:13Z
fV9nFhCXSqs,Solar System Size Comparison: Planets vs. the Sun,https://www.youtube.com/watch?v=fV9nFhCXSqs,926517,PT28S,2025-01-25T16:09:07Z
5l8KKB0s44I,How Big Other Planets REALLY Are 🤯,https://www.youtube.com/watch?v=5l8KKB0s44I,7994022,PT24S,2025-01-20T13:00:13Z
